name,price,discount,url,image,rating,comments
Bộ Mút Trang Điểm AMORTALS 100Đ Chính Hãng Sử Dụng Ướt Khô Đa Năng Kèm Cọ Và Hộp Đựng,"109,000", -31%,https://www.lazada.vn/products/pdp-i3135114585-s14966900525.html?pvid=ffef1f54-5bab-4df3-85fe-79a15bebac65&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14966900525%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Affef1f54-5bab-4df3-85fe-79a15bebac65%3BoriginPrice%3A109000%3BdisplayPrice%3A109000%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734830019,No image,100,(50)
"Vòng cổ cỏ bốn lá nữ, dây chuyền xương đòn ins sang trọng nhẹ thời trang, dây chuyền áo len","4,000", -33%,https://www.lazada.vn/products/pdp-i3075490853-s14775510495.html?pvid=ffef1f54-5bab-4df3-85fe-79a15bebac65&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14775510495%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Affef1f54-5bab-4df3-85fe-79a15bebac65%3BoriginPrice%3A4000%3BdisplayPrice%3A4000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734830019,No image,96,(313)
Combo 3 lon Cream đặc có đường Premium Alphana 1kg,"155,000", -25%,https://www.lazada.vn/products/pdp-i242750113-s310578825.html?pvid=ffef1f54-5bab-4df3-85fe-79a15bebac65&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A310578825%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Affef1f54-5bab-4df3-85fe-79a15bebac65%3BoriginPrice%3A155000%3BdisplayPrice%3A155000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734830019,No image,98,(626)
<Xanh> Bộ 10 tuýp kem đông y bôi ngoài da cực hiệu quả,"85,000", -23%,https://www.lazada.vn/products/pdp-i2662645323-s13025167348.html?pvid=ffef1f54-5bab-4df3-85fe-79a15bebac65&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13025167348%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Affef1f54-5bab-4df3-85fe-79a15bebac65%3BoriginPrice%3A85000%3BdisplayPrice%3A85000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734830020,No image,100,(371)
Hạt Nêm Thịt Thăn Xương Ống Và Tủy Knorr Professional 1.8kg - Chuyên Dùng Cho Nấu Ăn,"115,000", -23%,https://www.lazada.vn/products/pdp-i2803271658-s13674619369.html?pvid=ffef1f54-5bab-4df3-85fe-79a15bebac65&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13674619369%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Affef1f54-5bab-4df3-85fe-79a15bebac65%3BoriginPrice%3A115000%3BdisplayPrice%3A115000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734830020,No image,100,(154)
"Combo 2 Dao Tanto Nhật Bản Mini 20cm - Lưỡi thép không gỉ, Gọt hoa quả, Thái Sashini, Đa năng","18,000", -50%,https://www.lazada.vn/products/pdp-i3047617169-s14659931221.html?pvid=ffef1f54-5bab-4df3-85fe-79a15bebac65&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A14659931221%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Affef1f54-5bab-4df3-85fe-79a15bebac65%3BoriginPrice%3A18000%3BdisplayPrice%3A18000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734830019,https://img.lazcdn.com/g/p/30fa485a399d0bb8afa6226f65bafdd3.jpg_400x400q80.jpg,94,(67)
"Thảm trải giường lông cừu nỉ nhung Màu Xu Hướng 2024, thảm nỉ nhung đa năng 3 lớp - Đủ Kích Thước","95,000",No discount,https://www.lazada.vn/products/pdp-i2884872454-s13961235694.html?pvid=ffef1f54-5bab-4df3-85fe-79a15bebac65&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13961235694%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Affef1f54-5bab-4df3-85fe-79a15bebac65%3BoriginPrice%3A95000%3BdisplayPrice%3A95000%3BsinglePromotionId%3A900000052212796%3BsingleToolCode%3ApromPrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734830019,https://img.lazcdn.com/g/p/0431c2f5e85df572533995b84dcb8aa1.jpg_400x400q80.jpg,94,(81)
"QUẦN ĐÙITHỂ THAO, CHẤT MÈ, THOÁNG MÁT. SIZE 45 - 100 KG. MẪU KAPA","41,000", -96%,https://www.lazada.vn/products/pdp-i2689704896-s13159043459.html?pvid=ffef1f54-5bab-4df3-85fe-79a15bebac65&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A13159043459%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Affef1f54-5bab-4df3-85fe-79a15bebac65%3BoriginPrice%3A41000%3BdisplayPrice%3A41000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734830019,https://img.lazcdn.com/g/p/5441eb707565e6d0ee694b026e63a708.jpg_400x400q80.jpg,96,(79)
Lăn khử mùi Etiaxil men 50ml,"218,000", -24%,https://www.lazada.vn/products/pdp-i2013585156-s9371366496.html?pvid=ffef1f54-5bab-4df3-85fe-79a15bebac65&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A9371366496%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Affef1f54-5bab-4df3-85fe-79a15bebac65%3BoriginPrice%3A218000%3BdisplayPrice%3A218000%3BsinglePromotionId%3A900000052234892%3BsingleToolCode%3AflashSale%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734830019,No image,98,(398)
Bộ đôi nước làm sạch sâu và tẩy trang cho da nhạy cảm La Roche-Posay Micellar Water Ultra Sensitive Skin 400ml,"996,000", -11%,https://www.lazada.vn/products/pdp-i2168836211-s10245665574.html?pvid=ffef1f54-5bab-4df3-85fe-79a15bebac65&search=jfy&scm=1007.17519.386432.0&priceCompare=skuId%3A10245665574%3Bsource%3Atpp-recommend-plugin-32104%3Bsn%3Affef1f54-5bab-4df3-85fe-79a15bebac65%3BoriginPrice%3A996000%3BdisplayPrice%3A996000%3BsinglePromotionId%3A900000052384018%3BsingleToolCode%3AmillionSubsidy%3BvoucherPricePlugin%3A0%3Btimestamp%3A1757734830019,No image,100,(1640)
